Table Name,Column Name,OpenBet Logic derivation (Final)
gold_ntgt_back.spectrum_evnt,cn_leg1_venue_name_first_word,"Same logic as bn_leg1_venue_name_first_word but applied to cn_leg1_venue_name1:
  If word length <= 4 characters OR word IN ('GOLDEN', 'MOUNT', 'SANTA'), return full name
  Otherwise: Extract first alpha-only word via regexp_replace('[^A-Z].*$', '')"
gold_ntgt_back.spectrum_evnt,book_comp_sport_id,Direct from ob_dim_fixed_odds_competition.sport_id - sport ID from competition dimension table
gold_core_wagering_ads.dim_fixed_odds_sport,skey_fixed_odds_sport,"concat_ws('||',category,id) as skey_fixed_odds_sport"
gold_core_wagering_ads.dim_fixed_odds_sport,sport_code,supporting_state_outcome.category_ref
gold_core_wagering_ads.dim_fixed_odds_sport,sport_name,supporting_state_outcome.category_name
"gold_core_wagering_ads.dim_fixed_odds_competition	",skey_fixed_odds_competition,"sha1(concat_ws('||',competition_code, sport_id, effective_date)) AS skey_fixed_odds_competition"
"gold_core_wagering_ads.dim_fixed_odds_competition	",competition_code,sport_type.id
"gold_core_wagering_ads.dim_fixed_odds_competition	",competition_name,sport_type.name
"gold_core_wagering_ads.dim_fixed_odds_competition	",sport_id,sport_category.id
"gold_core_wagering_ads.dim_fixed_odds_competition	",effective_date,First occurance date of the competition ( sport_class.creation_date)
"gold_core_wagering_ads.dim_fixed_odds_competition	",cease_date,3000-01-01 unless notifed the competion is closed
"gold_core_wagering_ads.dim_fixed_odds_competition	",md_insert_datetime,Metadata column derivation from ETL
gold_core_wagering_ads.dim_fixed_odds_tournament,skey_fixed_odds_tournament,"Combination of competition_code, tournament_code and effective_date"
gold_core_wagering_ads.dim_fixed_odds_tournament,competition_code,sport_type.id
gold_core_wagering_ads.dim_fixed_odds_tournament,tournament_code,sport_class.id
gold_core_wagering_ads.dim_fixed_odds_tournament,tournament_name,sport_class.name
gold_core_wagering_ads.dim_fixed_odds_tournament,skey_fixed_odds_competition,"Business key if competition code, get it from FO Competition"
gold_core_wagering_ads.dim_fixed_odds_tournament,effective_date,First occurance of the tournament
gold_core_wagering_ads.dim_fixed_odds_tournament,cease_date,3000-01-01 unless notifed the tournament is closed
gold_core_wagering_ads.dim_fixed_odds_tournament,md_insert_datetime,Metadata column derivation from ETL
gold_core_wagering_ads.dim_event_contest,time_of_day,From trn_meeting_time_type.mtng_time_type_mnem for Bravo; '?' for Fixed Odds and dummy records; used in comparative meeting logic
gold_core_wagering_ads.dim_event_contest,track_condition,cla_meeting.track_surface_condition for Bravo; '?' for Fixed Odds and dummy records
gold_core_wagering_ads.dim_event_contest,meeting_skey,Generated via: row_number() OVER (ORDER BY meeting_id) for new meetings; used for meeting-level tracking
gold_core_wagering_ads.dim_event_contest,comparative_meeting_skey,Complex join logic: matches 12-month prior meeting with priority-based criteria (venue/time/VOTS/sport/region); default -2 if no match
gold_core_wagering_ads.dim_event_contest,bkey_event,cla_event.bkey_evnt for Bravo; '-1' string for Fixed Odds and dummy records; business key for reconciliation
gold_core_wagering_ads.dim_fixed_odds_contest,fixed_odds_contest_id,"sha1(concat_ws('||',event.id, category.id, event.name )) AS fixed_odds_contest_id"
gold_core_wagering_ads.dim_fixed_odds_contest,contest_name,sport_event.name
gold_core_wagering_ads.dim_fixed_odds_contest,sport,supporting_state_outcome.category_name
gold_core_wagering_ads.dim_fixed_odds_contest,contest_code,sport_event.id
gold_core_wagering_ads.dim_fixed_odds_contest,skey_fixed_odds_sport,"sha1(concat_ws('||',category.category, category.id)) AS skey_fixed_odds_sport"
gold_core_wagering_ads.dim_fixed_odds_contest,source_system_id,4 as source_system_id
gold_core_wagering_ads.dim_fixed_odds_contest,start_date,"First occurance of the contest 
event.start_time as start_date"
gold_core_wagering_ads.dim_fixed_odds_contest,end_date,"When the contest is ended
'3000-01-01' as end_date"
gold_core_wagering_ads.dim_fixed_odds_contest,current_ind,"CASE
When end_date = '3000-01-01' Then T
ELSE F
END as current_ind"
gold_core_wagering_ads.dim_fixed_odds_contest,md_insert_datetime,Metadata column derivation from ETL
gold_core_wagering_ads.dim_fixed_odds_bet_type,skey_fixed_odds_bet_type,"concat_ws('||',lower(category.category),type.id,class.id,event.id,market.id,mkt_template.id) as skey_fixed_odds_bet_type"
gold_core_wagering_ads.dim_fixed_odds_bet_type,bet_type_code,"Internal bet type identifier: CAST(mkt_tmpl.id AS INT)
  Source: trn_ob_sport_incr_market_template.id
  Data type: Integer
  Examples: 1 (WIN), 2 (PLACE), 3 (EXACTA), etc.
  Business meaning: System ID for the betting market type
  Used for: Primary key lookups and join operations"
gold_core_wagering_ads.dim_fixed_odds_bet_type,bet_type_name,"Display name for bet type: mkt_tmpl.name
  Source: trn_ob_sport_incr_market_template.name
  Data type: String
  Examples: 'EXACTA', 'TRIFECTA', 'DAILY DOUBLE', etc.
  Business meaning: Human-readable bet type description
  Used for: Reporting and user-facing displays"
gold_core_wagering_ads.dim_fixed_odds_bet_type,start_date,"Effective start date of bet type: CAST(NULL AS DATE)
  Source: Hardcoded NULL
  Data type: DATE
  Purpose: Reserved for future temporal tracking
  Status: Currently not populated; placeholder for dimension history tracking
  Note: Could be populated from mkt_tmpl effective dates if source data enhanced"
gold_core_wagering_ads.dim_fixed_odds_bet_type,end_date,"Effective end date of bet type: CAST(NULL AS DATE)
  Source: Hardcoded NULL
  Data type: DATE
  Purpose: Reserved for future temporal tracking of bet type retirement
  Status: Currently not populated; placeholder for slow-changing dimension tracking
  Note: Could indicate when bet type is no longer offered"
gold_core_wagering_ads.dim_fixed_odds_bet_type,current_ind,"Currency/Active indicator: CAST(NULL AS STRING)
  Source: Hardcoded NULL
  Data type: STRING
  Purpose: Reserved for marking current vs historical records
  Status: Currently not populated; placeholder for dimension versioning
  Format: Likely 'Y' or 'N' / 'T' or 'F' when implemented
  Use case: Filtering to only current bet type definitions
 "
gold_core_wagering_ads.dim_fixed_odds_bet_type,md_insert_datetime,Metadata column derivation from ETL
gold_core_wagering_ads.dim_fixed_odds_bet_type,md_file_business_date,"CAM date will be used 
(to be confirmed from Veremo)
We are looking for CAM EOD day data for this for which CR to to raised and it  was discussed it will come in UTC and later cane be converted in AEST by DIVA"
gold_rptg_dshbrd.dm_dim_bet_type,skey_dim_bet_type,"Generated surrogate key: 141 + row_number() OVER (ORDER BY CASE WHEN bet_type_id IS NULL THEN 1 ELSE 0 END, bet_type_id, prod_clss_id)
  Starting point: Base offset 141 ensures no collision with legacy keys
  Ranking logic:
    Primary sort: NULL bet_type_id records first (CASE returns 1 for NULL, 0 for non-NULL)
    Secondary sort: bet_type_id ASC (Fixed Odds bet types)
    Tertiary sort: prod_clss_id ASC (Product class/Non-FO bet types)
  Result: Sequential integer starting from 142 (141 + 1)
  Ensures: Non-FO bet types (with NULL bet_type_id) are ranked first
  Purpose: Dimension key for referential integrity and join operations
 "
gold_rptg_dshbrd.dm_dim_bet_type,bkey_dim_bet_type,"Composite business key: concat_ws('||', 'default', coalesce(bet_type_id, '-1'), coalesce(prod_clss_id, '-1'))
  Components: 'default' || bet_type_id || prod_clss_id
  Example: 'default||3||' (FO exacta) or 'default||-1||5' (Non-FO bet type)
  Coalesce handling: Replaces NULL with '-1' string representation
  Format: Pipe-delimited composite key maintaining both FO and non-FO identifiers
  Purpose: Business key for reconciliation and alternative lookup"
gold_rptg_dshbrd.dm_dim_bet_type,bet_type_id,"Fixed Odds bet type identifier: fo_bet_type.bet_type_code OR NULL for non-FO records
  Source: trn_ob_e_bet.bet_type_code (Fixed Odds source)
  Data type: INT
  Value for Non-FO: NULL (non-Fixed Odds bet types have no FO equivalent)
  Examples: 1 (WIN), 2 (PLACE), 3 (EXACTA), etc. for FO records
  Business meaning: Identifies bet type within Fixed Odds system
  Null meaning: Record sourced from non-FO/racing wagering system"
gold_rptg_dshbrd.dm_dim_bet_type,prod_clss_id,"Non-Fixed Odds product class identifier: wrc_bet_type.bet_type_id OR NULL for FO records
  Source: tdwref_wrc_bet_type.bet_type_id (Racing/Wagering bet type)
  Data type: INT
  Value for FO: NULL (Fixed Odds bet types have no WRC equivalent)
  Examples: 5, 10, 15, etc. for non-FO racing/wagering records
  Business meaning: Identifies bet type within Racing/Wagering system
  Null meaning: Record sourced from Fixed Odds system only"
gold_rptg_dshbrd.dm_dim_bet_type,bet_type_desc,"Display name for bet type: fo_bet_type.bet_type_name OR non_fo_bet_type.bet_type_name
  Source: Either trn_ob_e_bet.bet_type_name (FO) or tdwref_wrc_bet_type.bet_type_name (non-FO)
  Data type: STRING
  Examples: 'EXACTA', 'TRIFECTA', 'DAILY DOUBLE', 'WIN', 'PLACE', etc.
  Business meaning: Human-readable bet type description
  Used for: Reporting, display, and end-user communication"
gold_rptg_dshbrd.dm_dim_bet_type,md_insert_datetime,Metadata column derivation from ETL
gold_ntgt_back.trn_dw_fo_prop,fixed_odds_proposition_id,"Composite surrogate key: concat_ws('||', lower(category),type.id, class.id, event.id, market.id, outcome.id, to_date(event.creation_date))
  Components: category || class_id || type_id || event_id || market_id || outcome_id || event_creation_date
  Example: 'racing||1||54||12345||67890||98765||2024-08-11'
  Uniquely identifies individual outcome/proposition across the betting hierarchy"
gold_ntgt_back.trn_dw_fo_prop,fixed_odds_book_id,"Composite surrogate key: concat_ws('||', lower(category), type.id, class.id, event.id, market.id, to_date(event.creation_date))
  Components: category || class_id || type_id || event_id || market_id || event_creation_date
  Note: Does NOT include outcome.id or market.id (groups outcomes within same market)
  Used as foreign key to link propositions to parent book/market"
gold_ntgt_back.trn_dw_fo_prop,proposition_num,"outcome.id from ob_sport_outcome_hist - unique outcome identifier within market and event
  Direct mapping: Direct from outcome dimension
  Used as alternative key for matching with presale/resolution data"
gold_ntgt_back.trn_dw_fo_prop,proposition_name,"outcome.name from ob_sport_outcome_hist - display name for the outcome/proposition
  Examples: 'Horse #5 to Win', 'Exacta Box 1-2-3', 'First Goal Scorer'
  Direct mapping: outcome.name"
gold_ntgt_back.trn_dw_fo_prop,proposition_status,"Current status of the outcome - derived via CASE logic from status dimension:
  'OPN' = is_active=T AND is_displayed=T AND is_resulted=F AND is_settled=F (Open for betting)
  'SUS' = is_active=F AND is_displayed=T AND is_resulted=F AND is_settled=F (Suspended)
  NULL = all other conditions (CLS=Closed, OFF=Off market not yet implemented)
  Source: ob_sport_outcome_status_hist (most recent status via qualify rn=1)"
gold_ntgt_back.trn_dw_fo_prop,proposition_result,"Result code mapping - derived via CASE logic from result dimension:
  'LSE' = result='L' (Lose)
  'RNI' = result IN ('U', '-') (Result Not In)
  'WIN' = result='W' (Win)
  'RFE' = result='V' (Refunded)
  'PLx' = CONCAT('PL', CAST(place AS STRING)) when result='P' (Place result with place number)
  'HANDICAP' = result='H' (Handicap - logic incomplete per comment)
  Source: ob_sport_outcome_result_hist (most recent result via qualify rn=1)"
gold_ntgt_back.trn_dw_fo_prop,dead_heat,"Dead heat reduction factor for WIN outcomes - derived from dead_heat reduction:
  Calculation: CAST(dead_heat_redn_num AS DOUBLE) / CAST(dead_heat_redn_den AS DOUBLE)
  Condition: ONLY populated when dead_heat_redn_type = 'W'
  Else: NULL
  Example: 2/3 = 0.6667 (two-way dead heat splits winnings)
  Source: ob_sport_outcome_dead_heat_redn_hist (most recent via qualify rn=1)"
gold_ntgt_back.trn_dw_fo_prop,place_dead_heat,"Dead heat reduction factor for PLACE outcomes - derived from dead_heat reduction:
  Calculation: CAST(dead_heat_redn_num AS DOUBLE) / CAST(dead_heat_redn_den AS DOUBLE)
  Condition: ONLY populated when dead_heat_redn_type = 'P'
  Else: NULL
  Source: ob_sport_outcome_dead_heat_redn_hist (most recent via qualify rn=1)"
gold_ntgt_back.trn_dw_fo_prop,first_presale_date,"Earliest presale ticket/bet date for proposition - aggregated from betting detail:
  Source: init_ob_bet_detail LEFT JOIN aggregation
  Logic: MIN(business_date) WHERE dw_tran_type_id = 2 (presale transaction type)
  Grouped by: proposition_number
  Condition: HAVING count(*) > 0 (only if presale records exist)
  NULL if no presale activity recorded"
gold_ntgt_back.trn_dw_fo_prop,first_resolved_date,"Earliest resolution/settlement date for proposition - aggregated from betting detail:
  Source: init_ob_bet_detail LEFT JOIN aggregation
  Logic: MIN(business_date) WHERE dw_tran_type_id IN (35, 36) (resolution/settlement transaction types)
  Grouped by: proposition_number
  Condition: HAVING count(*) > 0 (only if resolution records exist)
  NULL if no resolution activity recorded
  Note: Multiple transaction types indicate different resolution/settlement stages"
gold_ntgt_back.trn_dw_fo_prop,feed_managed_flag,"Boolean flag indicating if outcome sourced from managed external feed:
  Derivation: CASE WHEN event_ext_source.provider IS NULL AND market_ext_source.provider IS NULL THEN false ELSE true END
  Logic:
    TRUE = outcome has external provider mapping at either event or market level
    FALSE = outcome is manually entered or internally sourced (no provider)
  Source: sports_event_external_source and sports_market_external_source CTEs
    - Event external source: WHERE ref_entity_name = 'OB_SPORTS_EVENT' (most recent via qualify rn=1)
    - Market external source: WHERE ref_entity_name = 'OB_SPORTS_MARKET' (most recent via qualify rn=1)
  Business meaning: Distinguishes feed-populated vs manual-entry propositions"
gold_ntgt_back.trn_dw_fo_prop,first_business_date,"Earliest business date across all dimension records contributing to outcome:
  Calculation: LEAST(category.business_date, type.business_date, class.business_date, event.business_date, market.business_date, outcome.business_date)
  Represents: Effective start date when this outcome entered the system
  Used for: Tracking data lineage and incremental load filtering"
gold_ntgt_back.trn_dw_fo_prop,last_applied_business_date,"Latest business date across all dimension records contributing to outcome:
  Calculation: GREATEST(category.business_date, type.business_date, class.business_date, event.business_date, market.business_date, outcome.business_date)
  Represents: Most recent date any dimension record was updated
  Used for: Identifying recently modified outcomes and MERGE conflict resolution
  Important: MERGE uses this field in ORDER BY clause for deduplication when multiple versions exist"
gold_ntgt_back.trn_dw_fo_prop,md_insert_datetime,Metadata column derivation from ETL
gold_ntgt_back.trn_dw_fo_book_mtng,fixed_odds_book_id,
gold_ntgt_back.trn_dw_fo_book_mtng,spectrum_book_id,
gold_ntgt_back.trn_dw_fo_book_mtng,meeting_id,
gold_ntgt_back.trn_dw_fo_book_mtng,event_id,
gold_ntgt_back.trn_dw_fo_book_mtng,mtng_result_date,
gold_ntgt_back.trn_dw_fo_book_mtng,book_event_datetime,
gold_ntgt_back.trn_dw_fo_book_mtng,book_competition_id,
gold_ntgt_back.trn_dw_fo_book_mtng,book_tournament_id,
gold_ntgt_back.trn_dw_fo_book_mtng,md_insert_datetime,Metadata column derivation from ETL
gold_core_wagering_ads.fact_fixed_odds_proposition_change,record_seq_number,Surrogate Key - row_number() OVER (ORDER BY transaction_timestamp) - sequential identifier for all change records
gold_core_wagering_ads.fact_fixed_odds_proposition_change,transaction_datetime,header_timestamp from source tables (price/status/result/dead_heat history tables)
gold_core_wagering_ads.fact_fixed_odds_proposition_change,fixed_odds_proposition_id,sports_outcome_ref (PRICE/STATUS sources) or sport_outcome_id (RESULTS/DEAD_HEAT sources)
gold_core_wagering_ads.fact_fixed_odds_proposition_change,pool_type_id,Constant null across all change types; reserved for future pool-level tracking
gold_core_wagering_ads.fact_fixed_odds_proposition_change,change_type,Constant value determined by source: 'PRICE' (from price CTE) | 'STATUS' (from status CTE) | 'RESULTS' (from result CTE) | 'DEAD HEAT' (from dead_heat CTE)
gold_core_wagering_ads.fact_fixed_odds_proposition_change,new_value,"CURRENT VALUE - varies by change_type:
  PRICE: decimal (from trn_ob_sport_outcome_price_hist.decimal)
  STATUS: 'OPN' (active=T, displayed=T, resulted=F, settled=F) | 'SUS' (active=F, displayed=T, resulted=F, settled=F) | null if other conditions
  RESULTS: 'LSE' (L) | 'RNI' (U or -) | 'WIN' (W) | 'RFE' (V) | 'PLx' (P + place number) | 'HANDICAP' (H)
  DEAD_HEAT: CAST(ROUND(dead_heat_redn_num / dead_heat_redn_den) AS INT AS STRING)"
gold_core_wagering_ads.fact_fixed_odds_proposition_change,old_value,"PREVIOUS VALUE - extracted via LEAD window function ordered by transaction_timestamp DESC, coalesced to default if null:
  PRICE: LEAD(decimal) OVER (PARTITION BY sports_outcome_ref ORDER BY header_timestamp DESC) DEFAULT '0.000'
  STATUS: LEAD(status_case_logic) OVER (PARTITION BY sports_outcome_ref ORDER BY header_timestamp DESC) DEFAULT 'CLS'
  RESULTS: LEAD(result_case_logic) OVER (PARTITION BY sport_outcome_id ORDER BY header_timestamp DESC) DEFAULT 'RNI'
  DEAD_HEAT: LEAD(dead_heat_calc) OVER (PARTITION BY sport_outcome_id ORDER BY header_timestamp DESC) DEFAULT '0'"
gold_core_wagering_ads.fact_fixed_odds_proposition_change,admin_user,Constant 'UNK' (Unknown) - placeholder for user who initiated change; sourced externally in future
gold_core_wagering_ads.fact_fixed_odds_proposition_change,feed_managed_flag,CASE WHEN trn_ob_dw_fo_prop.feed_managed_flag = true THEN 'T' ELSE 'F' END - joined on fixed_odds_proposition_id = prop.proposition_num | indicates if proposition is feed-managed
gold_core_wagering_ads.fact_fixed_odds_proposition_change,md_insert_datetime,Metadata column derivation from ETL
gold_core_wagering_ads.fact_fixed_odds_proposition_change,md_business_date,business_date from source tables (price/status/result/dead_heat history tables) - business date of the change transaction
gold_ntgt_back.trn_dw_intercept_bet,dw_intercept_bet_id,"Its a surrogate key,  need to define abkey ---> (bet_id, header_timestamp, context_ref)"
gold_ntgt_back.trn_dw_intercept_bet,bus_date,CAM EOD
gold_ntgt_back.trn_dw_intercept_bet,md_file_row_number,
gold_ntgt_back.trn_dw_intercept_bet,dvce_id,
gold_ntgt_back.trn_dw_intercept_bet,source_system_id,
gold_ntgt_back.trn_dw_intercept_bet,dw_financial_domain_id,
gold_ntgt_back.trn_dw_intercept_bet,fixed_odds_proposition_id,
gold_ntgt_back.trn_dw_intercept_bet,dw_bet_category_id,
gold_ntgt_back.trn_dw_intercept_bet,bet_type_description,
gold_ntgt_back.trn_dw_intercept_bet,dw_intercept_status_id,
gold_ntgt_back.trn_dw_intercept_bet,intercept_status_description,
gold_ntgt_back.trn_dw_intercept_bet,dw_rev_allocation_group_id,
gold_ntgt_back.trn_dw_intercept_bet,tran_tf_num,
gold_ntgt_back.trn_dw_intercept_bet,tran_datetime,same as the transaction date time of ob_bet_Detail for the bet placed
gold_ntgt_back.trn_dw_intercept_bet,ticket_date,
gold_ntgt_back.trn_dw_intercept_bet,tran_status,
gold_ntgt_back.trn_dw_intercept_bet,tran_error_reason,
gold_ntgt_back.trn_dw_intercept_bet,community,
gold_ntgt_back.trn_dw_intercept_bet,branch,
gold_ntgt_back.trn_dw_intercept_bet,tran_window,
gold_ntgt_back.trn_dw_intercept_bet,revenue_source,
gold_ntgt_back.trn_dw_intercept_bet,outlet_site_num,"For Account bets use selling_terminal_name (from CAM) to calculate the bkey_outlet from dvce table , for cashbets use bet.sourceTerminalREF"
gold_ntgt_back.trn_dw_intercept_bet,tran_operator_id,
gold_ntgt_back.trn_dw_intercept_bet,tran_admin_user,
gold_ntgt_back.trn_dw_intercept_bet,tran_hashed_tsn,
gold_ntgt_back.trn_dw_intercept_bet,acc_num,
gold_ntgt_back.trn_dw_intercept_bet,intercept_bet_start_datetime,CASE WHEN (context-ref = 'BET.BET-PENDING'  or status  = 'PENDING' )  then header_timestamp
gold_ntgt_back.trn_dw_intercept_bet,intercept_bet_end_datetime,The header timestamp when the status is changed from PENDING to ACTIVE
gold_ntgt_back.trn_dw_intercept_bet,book_manager_ib_end_datetime,
gold_ntgt_back.trn_dw_intercept_bet,customer_ib_start_datetime,
gold_ntgt_back.trn_dw_intercept_bet,customer_ib_end_datetime,
gold_ntgt_back.trn_dw_intercept_bet,each_way_ind,
gold_ntgt_back.trn_dw_intercept_bet,nbr_components_in_ticket,
gold_ntgt_back.trn_dw_intercept_bet,initial_place_bet_amt,
gold_ntgt_back.trn_dw_intercept_bet,initial_win_bet_amt,
gold_ntgt_back.trn_dw_intercept_bet,initial_win_system_price,
gold_ntgt_back.trn_dw_intercept_bet,initial_place_system_price,
gold_ntgt_back.trn_dw_intercept_bet,initial_win_liability,
gold_ntgt_back.trn_dw_intercept_bet,initial_place_liability,
gold_ntgt_back.trn_dw_intercept_bet,spectrum_book_id,
gold_ntgt_back.trn_dw_intercept_bet,proposition,
gold_ntgt_back.trn_dw_intercept_bet,win_amt,
gold_ntgt_back.trn_dw_intercept_bet,win_price,
gold_ntgt_back.trn_dw_intercept_bet,win_liability,
gold_ntgt_back.trn_dw_intercept_bet,place_amt,
gold_ntgt_back.trn_dw_intercept_bet,place_price,
gold_ntgt_back.trn_dw_intercept_bet,place_liability,
gold_ntgt_back.trn_dw_intercept_bet,flexi_percentage,
gold_ntgt_back.trn_dw_intercept_bet,nbr_bets_in_ticket,
gold_ntgt_back.trn_dw_intercept_bet,system_1_ind,
gold_ntgt_back.trn_dw_intercept_bet,system_2_ind,
gold_ntgt_back.trn_dw_intercept_bet,system_3_ind,
gold_ntgt_back.trn_dw_intercept_bet,system_4_ind,
gold_ntgt_back.trn_dw_intercept_bet,system_5_ind,
gold_ntgt_back.trn_dw_intercept_bet,system_6_ind,
gold_ntgt_back.trn_dw_intercept_bet,system_7_ind,
gold_ntgt_back.trn_dw_intercept_bet,system_8_ind,
gold_ntgt_back.trn_dw_intercept_bet,system_9_ind,
gold_ntgt_back.trn_dw_intercept_bet,system_10_ind,
gold_ntgt_back.trn_dw_intercept_bet,twilight_ind,NULL
gold_ntgt_back.trn_dw_intercept_bet,foreign_acct_num,
gold_ntgt_back.trn_dw_intercept_bet,foreign_ind,
gold_ntgt_back.trn_dw_intercept_bet,md_insert_datetime,
gold_cnsm_c360.vw_spectrum_sports_match,cmd_name,55
gold_cnsm_c360.vw_spectrum_sports_match,description,SportsEvent.name
gold_cnsm_c360.vw_spectrum_sports_match,start_time,SportsEvent.startTime
gold_cnsm_c360.vw_spectrum_sports_match,match_id,SportsEvent.event_ref
gold_ntgt_back.trn_dw_bet,business_date,
gold_ntgt_back.trn_dw_bet,ticket_id,
gold_ntgt_back.trn_dw_bet,hashed_key,
gold_ntgt_back.trn_dw_bet,bet_nbr_in_tkt,OB - Ticket_bet_Number & Bet_component_Number.xlsx
gold_ntgt_back.trn_dw_bet,weight_in_ticket,OB - Weight_in_Ticket.xlsx
gold_ntgt_back.trn_dw_bet,num_legs,"COUNT(DISTINCT bet.state.bets.leg.legNumber)  

FOR BYOS - count the leg numbers per line ID

//count the number of legNumber as in (bet.state.bets.leg.legNumber)"
gold_ntgt_back.trn_dw_bet,num_sport_types,
gold_ntgt_back.trn_dw_bet,bet_cost,
gold_ntgt_back.trn_dw_bet,each_way_ind,"IF(Bet.bet_type_ref IN (""SGL"") && Bet.legType IN (""S"")) THEN 'T'
ELSE 'F'"
gold_ntgt_back.trn_dw_bet,md_insert_datetime,
gold_ntgt_back.trn_dw_bet,expected_return,
gold_ntgt_back.trn_dw_bet,bet_dividend_amt,"""CASE 
when bet_refund_ind <> 'T'
then payout_winnings
else 0
as bet_dividend_amt"""
gold_ntgt_back.trn_dw_bet,bet_refund_amt,"""CASE 
when bet_refund_ind = 'T'
then payout_refunds
else 0
as bet_refund_amt"""
gold_ntgt_back.trn_dw_bet,dw_transaction_id,Not Required as per the model
gold_ntgt_back.trn_dw_bet,dw_bet_category_id,"case when bet_type  in ACC4....20, DBL, TBL then 'M'
when bet_type in BYOS then 'S'
when bet_type in SGM then G
when bet_type is SRM then R
when bet_type Single then S end as bet_category_code"
gold_ntgt_back.trn_dw_bet,init_potential_win,Not Required as per the model
gold_ntgt_back.trn_dw_bet,bkey_transaction,"md5(concat(TSN, business_date, ticket_type, tx_date, tx_time))"
gold_ntgt_back.trn_dw_bet,ticket_type,Bet Status can be used to derive the logic for ticket type
gold_ntgt_back.trn_dw_bet,bet_num_in_ticket,trn_bet_detail.ticket_bet_number
gold_ntgt_back.trn_dw_bet,price_cap,bet.maximum_bet
gold_ntgt_back.trn_dw_bet,combined_price,
gold_ntgt_back.trn_dw_bet,effective_combined_price,
gold_ntgt_back.trn_dw_bet,dw_bet_category_id_level2,"case when bet_type  in ACC4....20, DBL, TBL then 'M'
when bet_type in BYOS then 'S'
when bet_type in SGM then G
when bet_type is SRM then R
when bet_type Single then S end as bet_category_code"
gold_ntgt_back.trn_bet_component,business_date,fact_bet_detail.bkey_date
gold_ntgt_back.trn_bet_component,fixed_odds_book_id,
gold_ntgt_back.trn_bet_component,ticket_id,fact_bet_detail.bkey_ticket
gold_ntgt_back.trn_bet_component,hashed_key,Veromo.OB_Bet.tsn
gold_ntgt_back.trn_bet_component,book_identifier,"category.id,class.id,event.id,market.id,to_date(event.start_time"
gold_ntgt_back.trn_bet_component,bet_nbr_in_ticket,fact_bet_detail.ticket_bet_number
gold_ntgt_back.trn_bet_component,leg_num_in_bet,fact_bet_detail.bet_component_number
gold_ntgt_back.trn_bet_component,component_nbr_in_leg,
gold_ntgt_back.trn_bet_component,result_type,fact_bet_detail.component_result
gold_ntgt_back.trn_bet_component,bundle_result,Null
gold_ntgt_back.trn_bet_component,weight_in_bet,fact_bet_detrai.mt_weight_in_bet_actual
gold_ntgt_back.trn_bet_component,weight_in_ticket,fact_bet_detail.mt_weight_in_ticket_actual
gold_ntgt_back.trn_bet_component,pool_type_name,Null
gold_ntgt_back.trn_bet_component,proposition_name,bet.supportingState.outcome.outcomeName
gold_ntgt_back.trn_bet_component,proposition_number,bet.supportingState.outcome.outcomeRef
gold_ntgt_back.trn_bet_component,decided_ctb,OB - mt_leg_decided_amount.xlsx
gold_ntgt_back.trn_bet_component,refund_ctb,fact_bet_detail.mt_leg_refund_amount
gold_ntgt_back.trn_bet_component,dividend_ctb,fact_bet_detail.mt_dividend_amount_actual
gold_ntgt_back.trn_bet_component,bonus_div_amt,"STEP 1: 
select
    serial_number_hashed,
    sum(
        (
            case
                transaction_type_code
                when 'PAYM'
                then amount
                when 'UPYM'
                then (- amount)
                else 0
            end
        )
    ) as bonus_div_amt
from curr_rt_cam_transaction group by serial_number_hashed

STEP 2: 
case when bet_Status in (Resolved and Partiall Resolved)
then bonus_div_amt 
else 0

STEP
bonus_div_amt * weight_in_ticket = bonus_div_amt_mg"
gold_ntgt_back.trn_bet_component,component_nbr_in_bet,fact_bet_detail.component_nbr_in_bet
gold_ntgt_back.trn_bet_component,component_nbr_in_tkt,fact_bet_detail.component_nbr_in_tkt
gold_ntgt_back.trn_bet_component,component_market_price,fact_bet_detail.mt_component_market_price
gold_ntgt_back.trn_bet_component,live_bet_indicator,"live_bet_ind =false;

LOOP(bets.leg.legParts){
 IF(legParts.isInRunning == true) THEN {
         live_bet_ind = true;
        break;
}

""Typically the bet is considered in-running it at least one leg is in-running"" 
so, to check all isInRunning attribute in all legParts"
gold_ntgt_back.trn_bet_component,last_resolved_leg_ind,"bet.isSettled = ""true"" && bet.status = ""Active"" "
gold_ntgt_back.trn_bet_component,cancel_ctb,CASE when context_ref = BET.BET-CANCELLED then new_leg_comp_sell_ctb else 0 end as cancel_ctb
gold_ntgt_back.trn_bet_component,md_insert_datetime,Metadata column derivation from ETL
gold_ntgt_back.trn_bet_component,dw_transaction_id,
gold_ntgt_back.trn_bet_component,feed_managed_ind,"CASE
WHEN feed_provided_indicator is TRUE
THEN TRUE
ELSE FALSE
END AS feed_managed_ind"
gold_ntgt_back.trn_bet_component,book_manage_body_id,"(CASE WHEN coalesce(feed_managed_ind, 'F') = 'F' THEN 'BM' ELSE 'SS' END)
BM : Booking Manager
SS : Sporting Solutions"
gold_ntgt_back.trn_bet_component,each_way_ind,"IF(Bet.bet_type_ref IN (""SGL"") && Bet.legType IN (""S"")) THEN 'T'
ELSE 'F'"
gold_ntgt_back.trn_bet_component,initial_price,"bets[].leg[].price.decimal

For EW : Win -> bets[].leg[].price.num 
Place -> 1+ (bets[].leg[].price.num / price.den)"
gold_ntgt_back.trn_bet_component,new_leg_comp_sell_ctb,fact_bet_detail.mt_sales_amount_actual
